sample_id,split,category,territory,authority,rating_label,content_descriptors,interactive_elements,warning
gap_0028_4b638386a7e47d9a,test,Game,Australia,Australian Classification Board (ACB),Parental Guidance,Mild Sexual References,,
gap_0028_4b638386a7e47d9a,test,Game,Brazil,Classificação Indicativa (ClassInd),Rated 12+,Sexual Content,,
gap_0028_4b638386a7e47d9a,test,Game,North America,Entertainment Software Rating Board (ESRB),Teen,Sexual Content,,
gap_0028_4b638386a7e47d9a,test,Game,South Korea,Game Rating and Administration Committee (GRAC),12+,Sexuality,,
gap_0028_4b638386a7e47d9a,test,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Restricted,Sex,,
gap_0028_4b638386a7e47d9a,test,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),16,,,
gap_0028_4b638386a7e47d9a,test,Game,Europe,Pan-European Game Information (PEGI),PEGI 12,Sexual Innuendo,,
gap_0028_4b638386a7e47d9a,test,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,,,
gap_0028_4b638386a7e47d9a,test,Game,Rest of world,IARC Generic,Rated for 12+,Sexual Innuendo,,
gap_0028_4b638386a7e47d9a,test,Game,Russia,Google Play,Rated for 12+,Sexual Innuendo,,
gap_0028_ab13cc45da55140d,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 14+,,In-App Purchases,
gap_0028_ab13cc45da55140d,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Everyone,,In-App Purchases,
gap_0028_ab13cc45da55140d,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 3,,In-App Purchases,
gap_0028_ab13cc45da55140d,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: All ages,,In-App Purchases,
gap_0028_ab13cc45da55140d,train,All Other App Types,Rest of world,IARC Generic,Rated for 3+,,In-App Purchases,
gap_0028_ab13cc45da55140d,train,All Other App Types,Russia,Google Play,Rated for 3+,,In-App Purchases,
gap_0028_ab13cc45da55140d,train,All Other App Types,South Korea,Google Play,Rated for 3+,,In-App Purchases,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0029_6cab2ea8b4a22fd9,train,Game,Australia,Australian Classification Board (ACB) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
gap_0029_6cab2ea8b4a22fd9,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Extreme Violence Criminal Acts,,
gap_0029_6cab2ea8b4a22fd9,train,Game,North America,Entertainment Software Rating Board (ESRB),Adults only 18+,,,
gap_0029_6cab2ea8b4a22fd9,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
gap_0029_6cab2ea8b4a22fd9,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
gap_0029_6cab2ea8b4a22fd9,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
gap_0029_6cab2ea8b4a22fd9,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,,,
gap_0029_6cab2ea8b4a22fd9,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,,,
gap_0029_6cab2ea8b4a22fd9,train,Game,Rest of world,IARC Generic,Rated for 18+,,,
gap_0029_6cab2ea8b4a22fd9,train,Game,Russia,Google Play,Rated for 18+,,,
gap_0029_c6a59bc34babef0e,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 14+,,Users Interact || In-App Purchases,
gap_0029_c6a59bc34babef0e,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Everyone,,Users Interact || In-App Purchases,
gap_0029_c6a59bc34babef0e,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 3,,Users Interact || In-App Purchases,
gap_0029_c6a59bc34babef0e,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Increased Communication Risks,Users Interact || In-App Purchases,
gap_0029_c6a59bc34babef0e,train,All Other App Types,Rest of world,IARC Generic,Rated for 3+,,Users Interact || In-App Purchases,
gap_0029_c6a59bc34babef0e,train,All Other App Types,Russia,Google Play,Rated for 3+,,Users Interact || In-App Purchases,
gap_0029_c6a59bc34babef0e,train,All Other App Types,South Korea,Google Play,Rated for 3+,,Users Interact || In-App Purchases,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0030_3a2e06ae3e8400c0,train,Game,Australia,Australian Classification Board (ACB) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
gap_0030_3a2e06ae3e8400c0,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Extreme Violence Criminal Acts,,
gap_0030_3a2e06ae3e8400c0,train,Game,North America,Entertainment Software Rating Board (ESRB),Adults only 18+,,,
gap_0030_3a2e06ae3e8400c0,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
gap_0030_3a2e06ae3e8400c0,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
gap_0030_3a2e06ae3e8400c0,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
gap_0030_3a2e06ae3e8400c0,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,,,
gap_0030_3a2e06ae3e8400c0,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,,,
gap_0030_3a2e06ae3e8400c0,train,Game,Rest of world,IARC Generic,Rated for 18+,,,
gap_0030_3a2e06ae3e8400c0,train,Game,Russia,Google Play,Rated for 18+,,,
gap_0030_e55cea951c171f67,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 14+,,In-App Purchases,
gap_0030_e55cea951c171f67,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Everyone,,In-App Purchases,
gap_0030_e55cea951c171f67,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 3,,In-App Purchases,
gap_0030_e55cea951c171f67,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: All ages,,In-App Purchases,
gap_0030_e55cea951c171f67,train,All Other App Types,Rest of world,IARC Generic,Rated for 3+,,In-App Purchases,
gap_0030_e55cea951c171f67,train,All Other App Types,Russia,Google Play,Rated for 3+,,In-App Purchases,
gap_0030_e55cea951c171f67,train,All Other App Types,South Korea,Google Play,Rated for 3+,,In-App Purchases,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0031_1af7c4e514fb7a6b,train,Game,Australia,Australian Classification Board (ACB) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
gap_0031_1af7c4e514fb7a6b,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Extreme Violence Sexual Content Criminal Acts,,
gap_0031_1af7c4e514fb7a6b,train,Game,North America,Entertainment Software Rating Board (ESRB),Adults only 18+,,,
gap_0031_1af7c4e514fb7a6b,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
gap_0031_1af7c4e514fb7a6b,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
gap_0031_1af7c4e514fb7a6b,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
gap_0031_1af7c4e514fb7a6b,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,,,
gap_0031_1af7c4e514fb7a6b,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,,,
gap_0031_1af7c4e514fb7a6b,train,Game,Rest of world,IARC Generic,Rated for 18+,,,
gap_0031_1af7c4e514fb7a6b,train,Game,Russia,Google Play,Rated for 18+,,,
gap_0031_be0a253a78f3e439,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),All ages,,,
gap_0031_be0a253a78f3e439,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Cash Rewards,,
gap_0031_be0a253a78f3e439,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 18,,,
gap_0031_be0a253a78f3e439,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,,,
gap_0031_be0a253a78f3e439,train,All Other App Types,Rest of world,IARC Generic,Rated for 18+,,,
gap_0031_be0a253a78f3e439,train,All Other App Types,Russia,Google Play,Rated for 18+,,,
gap_0031_be0a253a78f3e439,train,All Other App Types,South Korea,Google Play,Rated for 19+,,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0032_dc573cff0d57dc05,train,Game,Australia,Australian Classification Board (ACB),Parental Guidance,Scary Scenes,,
gap_0032_dc573cff0d57dc05,train,Game,Brazil,Classificação Indicativa (ClassInd),All ages,,,
gap_0032_dc573cff0d57dc05,train,Game,North America,Entertainment Software Rating Board (ESRB),Everyone,Mild Fantasy Violence,,
gap_0032_dc573cff0d57dc05,train,Game,South Korea,Game Rating and Administration Committee (GRAC),All ages,Fear,,
gap_0032_dc573cff0d57dc05,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Parental Guidance 12,Horror Violence,,
gap_0032_dc573cff0d57dc05,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),7,,,
gap_0032_dc573cff0d57dc05,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 7,Fear,,
gap_0032_dc573cff0d57dc05,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 6+,Abstract Violence Scary Moments,,
gap_0032_dc573cff0d57dc05,train,Game,Rest of world,IARC Generic,Rated for 7+,Fear,,
gap_0032_dc573cff0d57dc05,train,Game,Russia,Google Play,Rated for 7+,Fear,,
gap_0033_331d31b45509cf30,train,Game,Australia,Australian Classification Board (ACB),Parental Guidance,Mild Sexual References,,
gap_0033_331d31b45509cf30,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 12+,Sexual Content,,
gap_0033_331d31b45509cf30,train,Game,North America,Entertainment Software Rating Board (ESRB),Teen,Sexual Content,,
gap_0033_331d31b45509cf30,train,Game,South Korea,Game Rating and Administration Committee (GRAC),12+,Sexuality,,
gap_0033_331d31b45509cf30,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Restricted,Sex Violence,,
gap_0033_331d31b45509cf30,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),16,,,
gap_0033_331d31b45509cf30,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 12,Sexual Innuendo,,
gap_0033_331d31b45509cf30,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 6+,Abstract Violence,,
gap_0033_331d31b45509cf30,train,Game,Rest of world,IARC Generic,Rated for 12+,Sexual Innuendo,,
gap_0033_331d31b45509cf30,train,Game,Russia,Google Play,Rated for 12+,Sexual Innuendo,,
gap_0033_6cdffe66693e94d3,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),All ages,,Users Interact,
gap_0033_6cdffe66693e94d3,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Cash Rewards,Users Interact,
gap_0033_6cdffe66693e94d3,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 18,,Users Interact,
gap_0033_6cdffe66693e94d3,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Increased Communication Risks,Users Interact,
gap_0033_6cdffe66693e94d3,train,All Other App Types,Rest of world,IARC Generic,Rated for 18+,,Users Interact,
gap_0033_6cdffe66693e94d3,train,All Other App Types,Russia,Google Play,Rated for 18+,,Users Interact,
gap_0033_6cdffe66693e94d3,train,All Other App Types,South Korea,Google Play,Rated for 19+,,Users Interact,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0034_3f87821cb480110a,test,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Sensitive themes,,
gap_0034_3f87821cb480110a,test,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Mature 17+,,,
gap_0034_3f87821cb480110a,test,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 18,,,
gap_0034_3f87821cb480110a,test,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,,,
gap_0034_3f87821cb480110a,test,All Other App Types,Rest of world,IARC Generic,Rated for 18+,,,
gap_0034_3f87821cb480110a,test,All Other App Types,Russia,Google Play,Rated for 18+,,,
gap_0034_3f87821cb480110a,test,All Other App Types,South Korea,Google Play,Rated for 19+,,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0034_bc262e74cf3b6921,train,Game,Australia,Australian Classification Board (ACB),Parental Guidance,Mild Gambling Themes,,
gap_0034_bc262e74cf3b6921,train,Game,Brazil,Classificação Indicativa (ClassInd),All ages,,,
gap_0034_bc262e74cf3b6921,train,Game,North America,Entertainment Software Rating Board (ESRB),Everyone,Violent References,,
gap_0034_bc262e74cf3b6921,train,Game,South Korea,Game Rating and Administration Committee (GRAC),All ages,,,
gap_0034_bc262e74cf3b6921,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Parental Guidance 15,Card or Casual Games Violence,,
gap_0034_bc262e74cf3b6921,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),16,,,
gap_0034_bc262e74cf3b6921,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 3,,,
gap_0034_bc262e74cf3b6921,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 6+,Abstract Violence,,
gap_0034_bc262e74cf3b6921,train,Game,Rest of world,IARC Generic,Rated for 3+,,,
gap_0034_bc262e74cf3b6921,train,Game,Russia,Google Play,Rated for 3+,,,
gap_0035_3fc985d771ecb4be,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Sensitive themes,,
gap_0035_3fc985d771ecb4be,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Mature 17+,,,
gap_0035_3fc985d771ecb4be,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 18,,,
gap_0035_3fc985d771ecb4be,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,,,
gap_0035_3fc985d771ecb4be,train,All Other App Types,Rest of world,IARC Generic,Rated for 18+,,,
gap_0035_3fc985d771ecb4be,train,All Other App Types,Russia,Google Play,Rated for 18+,,,
gap_0035_3fc985d771ecb4be,train,All Other App Types,South Korea,Google Play,Rated for 19+,,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0035_b112ec1cd768a2dd,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),All ages,,Users Interact,
gap_0035_b112ec1cd768a2dd,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Cash Rewards,Users Interact,
gap_0035_b112ec1cd768a2dd,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 18,,Users Interact,
gap_0035_b112ec1cd768a2dd,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Increased Communication Risks,Users Interact,
gap_0035_b112ec1cd768a2dd,train,All Other App Types,Rest of world,IARC Generic,Rated for 18+,,Users Interact,
gap_0035_b112ec1cd768a2dd,train,All Other App Types,Russia,Google Play,Rated for 18+,,Users Interact,
gap_0035_b112ec1cd768a2dd,train,All Other App Types,South Korea,Google Play,Rated for 19+,,Users Interact,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
